category,title,also_buy,brand,rank,also_view,main_cat,Price,asin,details,descriptionstring
"['Books', 'Arts &amp; Photography', 'Photography &amp; Video']",Helena de Bragana: I Am Cuban,[],Lemis Tarajano Noya,"4,052,343 in Books (",[],Books,14.5,8862081596,"{'Hardcover:': '168 pages', 'Publisher:': 'Damiani; Bilingual edition (March 31, 2011)', 'Language:': 'English', 'ISBN-10:': '8862081596', 'ISBN-13:': '978-8862081597', '\n    Product Dimensions: \n    ': '8.5 x 1 x 12 inches', 'Shipping Weight:': '3.1 pounds ('}",","
[],Consolation,"['0310225477', '0310484006']",Mrs. Chas. E. Cowman,"3,868,551 in Books (","['0310225515', '0310210380', '0310225477']",Books,25.33,B000NTBHYQ,"{'Hardcover:': '369 pages', 'Publisher:': 'The Oriental missionary Society (1944)', 'Language:': 'English', 'ASIN:': 'B000NTBHYQ', '\n    Package Dimensions: \n    ': '7.4 x 5.2 x 0.9 inches', 'Shipping Weight:': '11.2 ounces'}",There is a touching tradition regarding the Jewish Temple of old that it had a gateway reserved exclusively for mourners. Such is the present volume. It opens up a pathway to God's sanctuary trodden by the footsteps of pilgrims in the night. It addresses no hearts but broken ones.
[],Un dia dificil: El relato de un miembro de las fuerzas especiales que mataron a Bin Laden (Spanish Edition),['0718036255'],Mark Owen,"3,524,763 in Books (",[],Books,30.15,8498924731,"{'Paperback:': '240 pages', 'Publisher:': 'Critica (November 26, 2012)', 'Language:': 'Spanish', 'ISBN-10:': '9788498924732', 'ISBN-13:': '978-8498924732', 'ASIN:': '8498924731', '\n    Package Dimensions: \n    ': '9.1 x 6.1 x 0.6 inches', 'Shipping Weight:': '8.5 ounces ('}",","
[],On eagles' wings,[],J Vernon McGee,"6,944,079 in Books (",[],Books,14.0,B0007FJGOE,"{'Unknown Binding:': '20 pages', 'Publisher:': 'Thru the Bible Radio; Revised edition (1967)', 'Language:': 'English', 'ASIN:': 'B0007FJGOE'}","""On Eagles' Wings"" tells of the way Israel achieved freedom - all the way from slavery in Egypt to security in the land of promise, from death to life, from helplessness to the heart of God. It was not by fearless fighting and brilliant military maneuvering that startled the nations of the world. Actually it was not by their own efforts at all. It was by what God did for them - God carried them on ""eagles's wings."""
[],"Bethlehem Steel Structural Shapes, 1978: Catalog 3277--Information and Tables for Architects, Engineers and Designers, Fabricators, and Detailers",[],John Wilson,"4,774,018 in Books (",[],Books,34.94,B000H61SB2,"{'Spiral-bound:': '111 pages', 'Publisher:': 'Bethlehem Steel (1978)', 'ASIN:': 'B000H61SB2', '\n    Package Dimensions: \n    ': '9.2 x 6.7 x 0.4 inches', 'Shipping Weight:': '9.6 ounces'}",Tab division in book are: Mill Practices and Symbols; Designing & Detailing Wide Flange & Piling; Designing & Detailing Standard Sections; Miscellaneous Tables.
[],Basic Elements of Intelligence: A Manual for Police Department Intelligence Units,[],Don R. Harris,"19,789,711 in Books (",[],Books,29.95,B0006CS0YA,"{'Paperback:': '165 pages', 'Publisher:': 'Law Enforcement Assistance Administration, U.S. De; Revised edition (1976)', 'Language:': 'English', 'ASIN:': 'B0006CS0YA'}",This is the revised edition from September 1976. Published by the US Department of Justice - Office of Regional Operations - Law Enforcement Assistance Administration
[],"The Third Secret A Novel by Berry, Steve [Ballantine,2007] (Mass Market Paperback)","['0345504380', '0345504399', '034552652X', '0345504410', '0345485769', '0345505506', '0345505484', '0345485807', '0345505522', '1250058449', '0345526589', '0345485785', '0345526554', '1250058457', '1250058465', '1948050706', '1250140226', '1250113857', '1250140242', '125005625X', '1250140269', '0062381741', '0340933453', 'B00A2M5J9S', '0061965812', '0061785679', '0345460049', '0451219953', '1250056233', '1444709372', '1538761416', '0345476158', '1444709763', '0345526511', '0061231436', '0990925633', '1538747200', '0451468171', '1444760858', '0061785652', '1944647317', '0062017586', '0062381695', '0345526570', '0062017853', '0735215367', '1476783497', '0061965839', '1501138227', '0451237560', '1400079152', '1594138478', '1476789398', '0345525574', '1455525812', '1416595171', '0062381652', '0316484806', '0062017926', '1476783462', '0451209311', '1538731851', '0399183981', '0525567100', '006123141X', '1940026016', '0061785660', '0385514239', '0451215737', '0425269051', '1409129535', '0061785695', '0061991074', '0062343270', '0062017896', '0062018019', '0997316403', '1944647163', '0451221729', '1455559482', '0399593519', '0061965804', '1538761572', '0451208188', '0061965847', '0451213181', '145553689X', '1476789363', '1538761386', '0451233999', '0062381784', '1925711471', '1455524166', '1538761394', '0345485777', '0451228200', '0425248607', '0345460057']",,"2,693,964 in Books (","['1250058457', '1250058465', '0345504380', '1250140242', '0345504399', '1948050706', '0345504410', '034552652X', '0345485769', '1250140269', '0345485785', '1250058449', '0345485807', '0345526589', '0345505506', '0345505522', '0345526554', '0345505484', '1944647317', '0061965812', '0062381784', '0062017586', '1538731851', '0062381741', '1538711796', '1501141600', '1250130336', '0062018019', '0735218730', '1476762074', '0062381695', '1455582891', '1538747200', '0802145590', '0062343270', 'B00HTK182I', '0316484806', '0393351599', '1538761416', '1538761572', '0735219028', '0399593500', '1501144502', '1538711907', '1414334907', '1101967706', '0735219060', '0399574948', '0307474275', '0062834827', '074349346X', '1538761386', '1501139169', '1473635306', '0316412694', '0525563709', '0735221103', '0385544154', '0316273945']",Books,9.2,B00DWWHR8G,"{'Publisher:': 'Balantine,2007', 'ASIN:': 'B00DWWHR8G'}","The Third Secret A Novel by Berry, Steve. Published by Ballantine,2007, Binding: Mass Market Paperback"
[],&Eacute;rase una vez-- el hombre,[],paperback,"4,045,270 in Books (",['B0035G5AWE'],Books,716.48,8415857780,"{'Publisher:': 'CLIC EDICIONES (2014)', 'Language:': 'Spanish', 'ISBN-10:': '8415857780', 'ISBN-13:': '978-8415857785', '\n    Package Dimensions: \n    ': '10.6 x 7.6 x 0.7 inches', 'Shipping Weight:': '1.6 pounds'}",Erase una vez el hombre
[],Young Rascals Collections - Vinyl Record,[],Young Rascals,"10,459,483 in Books (",[],Books,2.95,B000T4H0LE,"{'Publisher:': 'Atlantic Records', 'ASIN:': 'B000T4H0LE'}","Lower right hand corner of sleeeve has a 4"" tear along seam."
[],A Night of Two Stars - Recorded Live at Carnegie Hall,[],Bob & Ray,"4,449,066 in Books (",[],Books,99.9,B0001U1XT6,"{'Publisher:': 'Radio Art (1996)', 'ASIN:': 'B0001U1XT6', '\n    Package Dimensions: \n    ': '5.4 x 4.8 x 0.1 inches', 'Shipping Weight:': '4 ounces ('}",Bob&Ray Recorded Live at Carnegie Hall. Great CD set.
"['Books', 'Calendars', ""Children's""]",The J.R.R. Tolkien Calendar 1975,[],,"7,646,940 in Books (",[],Books,13.78,B003GD7MRC,"{'Publisher:': 'Ballantine Books (1974)', 'Language:': 'English', 'ASIN:': 'B003GD7MRC'}",Tim Kirk illustrated
"['Books', 'Politics &amp; Social Sciences', 'Politics &amp; Government']",Japan's modern century,[],Hugh Borton,"4,910,815 in Books (",[],Books,4.99,B0006AU9D2,"{'Hardcover:': '524 pages', 'Publisher:': 'Ronald Press Co (1955)', 'Language:': 'English', 'ISBN-10:': '1299968546', 'ISBN-13:': '978-1299968547', 'ASIN:': 'B0006AU9D2', '\n    Package Dimensions: \n    ': '9.1 x 6.3 x 1.7 inches', 'Shipping Weight:': '2.4 pounds'}","A classic.,,"
"['Books', 'Travel', 'Mexico']","Puebla, Mexico, State and Major Cities Map (Spanish Edition)","['1581571054', '1566955270', '9709811282', '9709811037', '1743214480']",Ediciones Independencia,"2,447,169 in Books (","['1544952112', '1581571054', '9706212248']",Books,11.95,9709811193,"{'Map:': '1 pages', 'Publisher:': 'Ediciones Independencia (May 1, 2016)', 'Language:': 'Spanish', 'ISBN-10:': '9709811193', 'ISBN-13:': '978-9709811193', '\n    Package Dimensions: \n    ': '9.6 x 4.6 x 0.2 inches', 'Shipping Weight:': '8 ounces ('}",","
"['Books', 'Crafts, Hobbies & Home', 'Crafts & Hobbies']","Prairie Santa, Cross Stitch, Leisure Arts 755 (755)",[],Sandi Gore Evans,"3,847,466 in Books (",[],Books,48.99,B0019CWLGE,"{'Publisher:': 'Leisure Arts (1989)', 'ASIN:': 'B0019CWLGE'}",Single-Fold Leaflet.
"['Books', 'Test Preparation', 'Professional']",TExES (158) Physical Education EC-12 Exam Flashcard Study System: TExES Test Practice Questions &amp; Review for the Texas Examinations of Educator Standards,[],Visit Amazon's TExES Exam Secrets Test Prep Team Page,"1,482,729 in Books (","['1610729617', '1581976208', '1610729625']",Books,43.99,B0043WFGE6,"{'Publisher:': 'Mometrix Media LLC (2010)', 'ISBN-10:': '1614026858', 'ISBN-13:': '978-1614026853', 'ASIN:': 'B0043WFGE6'}","TExES (158) Physical Education EC-12 Exam Flashcard Study System uses repetitive methods of study to teach you how to break apart and quickly solve difficult test questions on the Texas Examinations of Educator Standards. Study after study has shown that spaced repetition is the most effective form of learning, and nothing beats flashcards when it comes to making repetitive learning fun and fast. Our flashcards enable you to study small, digestible bits of information that are easy to learn and give you exposure to the different question types and concepts. TExES (158) Physical Education EC-12 Exam Flashcard Study System covers all of the most important topics that you'll need to know to be successful on test day."
[],Ophemera Magazine # 1,[],Robert M.Stewart,"16,696,637 in Books (",[],Books,150.0,B00BNXNQCM,"{'Single Issue Magazine:': '72 pages', 'Language:': 'English', 'ASIN:': 'B00BNXNQCM'}","Premier issue,fantasy,adult,Billie Holiday & more."
[],How to Stay Sane in a Crazy World: A Modern Book of Hours to Soothe the Soul (Hardback) - Common,[],Visit Amazon's Sophia Stuart Page,"21,534,753 in Books (",[],Books,26.13,B00IVMEDSE,"{'Publisher:': 'Hay House, Inc. (February 18, 2014) (2014)', 'ASIN:': 'B00IVMEDSE'}",How to Stay Sane in a Crazy World: A Modern Book of Hours to Soothe the Soul
[],"World Without End 1st (first) Edition by Follett, Ken [2007]","['B0084QSM7U', '052595497X', '0451488334', 'B00BDXBNU4', '0451166892', 'B00F81P7CW', '0525951652', '0451477995', '0525953094', '045122499X', '045122213X', '0525952926', '0525950079', '0451232852', '0517701766', '0525946896', 'B0099114LA', '0451468228', '0451474023', 'B0072Q4FD8', 'B003UD7J94', '0451222296', '0739480898', '0306824574', '0316332852', 'B007VAYYBS']",,"578,341 in Books (","['045122499X', '0451166892', '0451477995', 'B00SQAF7EK', 'B0084QSM7U', '0451224469', 'B00F81P7CW', '9526529030', 'B01FGMS8V4', '0451232852', 'B0099114LA', '1101991550', '0143132040', '0307744434', '0451219597', '0451468228', 'B00ZV9PXP2']",Books,14.45,B00BXU9JWG,"{'Publisher:': 'Dutton Adult; 1 edition (October 9, 2007)', 'ASIN:': 'B00BXU9JWG', '\n    Package Dimensions: \n    ': '9.6 x 6.9 x 2 inches', 'Shipping Weight:': '3.1 pounds ('}","In 1989, Ken Follett astonished the literary world with The Pillars of the Earth, a sweeping epic novel set in twelfth-century England centered on the building of a cathedral and many of the hundreds of lives it affected. Critics were overwhelmedit will hold you, fascinate you, surround you (Chicago Tribune)and readers everywhere hoped for a sequel. Look out for the next book in this series, A Column of Fire, available now. World Without End takes place in the same town of Kingsbridge, two centuries after the townspeople finished building the exquisite Gothic cathedral that was at the heart of The Pillars of the Earth. The cathedral and the priory are again at the center of a web of love and hate, greed and pride, ambition and revenge, but this sequel stands on its own. This time the men and women of an extraordinary cast of characters find themselves at a crossroads of new ideasabout medicine, commerce, architecture, and justice. In a world where proponents of the old ways fiercely battle those with progressive minds, the intrigue and tension quickly reach a boiling point against the devastating backdrop of the greatest natural disaster ever to strike the human racethe Black Death. Three years in the writing and nearly eighteen years since its predecessor, World Without End breathes new life into the epic historical novel and once again shows that Ken Follett is a masterful author writing at the top of his craft."
[],Women at War: Subhas Chandra Bose and the Rani of Jhansi Regiment,['0472083422'],Visit Amazon's Vera Hildebrand Page,"1,732,304 in Books (",['147282718X'],Books,15.57,9352640683,"{'Paperback:': '328 pages', 'Publisher:': 'HarperCollins India (December 5, 2016)', 'Language:': 'English', 'ISBN-10:': '9789352640683', 'ISBN-13:': '978-9352640683', 'ASIN:': '9352640683', '\n    Product Dimensions: \n    ': '8.4 x 1.1 x 5.6 inches', 'Shipping Weight:': '7.8 ounces ('}","With a doctorate in Indian history and culture from Georgetown University, Washington, DC, Vera Hildebrand is a senior research fellow at the Nordic Institute of Asian Studies at University of Copenhagen, Denmark. Previously, she taught at Harvard University and University of Copenhagen. She is the co-editor of At Home in the World: A Window on Contemporary Indian Literature (2002). For Women at War, she travelled to Malaysia, India, Singapore, the United States, Great Britain and Japan to identify and interview all surviving soldiers of the Rani of Jhansi Regiment (RJR) of the Indian National Army, as well as male Indian and Japanese soldiers who had worked with RJR in World War II in Burma.,,"
[],"National Geographic - June 1971 - Vol. 139, No. 6",[],National Geographic Society,"2,801,879 in Books (",[],Books,13.8,B0042PHOQW,"{'Publisher:': 'National Geographic Society; First Edition edition (June 1, 1971)', 'Language:': 'English', 'ASIN:': 'B0042PHOQW', '\n    Package Dimensions: \n    ': '9.3 x 6.4 x 1.1 inches', 'Shipping Weight:': '15.2 ounces'}",NATIONAL GEOGRAPHIC MAGAZINE - JUNE 1971 - VOL. 139 - NO. 6 FRANCE - PACIFIC CREST - HOLY WEEK - LOUVRE - MOROCCO - OIL SPILL - BOOKS
[],"Sonic Universe, No. 46",[],Visit Amazon's Ian Flynn Page,"3,446,065 in Books (",[],Books,4.99,B00A7GYX0K,"{'Comic:': '32 pages', 'Publisher:': 'Archie', 'Language:': 'English', 'ASIN:': 'B00A7GYX0K', '\n    Package Dimensions: \n    ': '10.5 x 7 x 0.1 inches', 'Shipping Weight:': '0.3 ounces ('}","Sonic Universe, No. 46"
[],Hopes and Dreams,"['B00C4474OA', 'B00BCU019W', 'B00DFKMM3K', 'B00BRVOKFM', 'B00CUPX72Q', 'B00FO5OOYY', 'B00B8O75G4', 'B00FO5OP7U', 'B00BRVPT48', 'B00B8OAM8C', 'B00FO5ONUY', 'B00SXLHK38', 'B00SXL3KL4', 'B00CUPX8A2', 'B00NIC35PO', 'B0089NMBSY', 'B007947VHU', 'B0081VJQJQ', 'B007948XV8', 'B0079473ZU', 'B005O1E22C', 'B005FSIYO6', 'B005GLCYCU', 'B071JLDK79', 'B06W5V4R92', 'B01M03V4QG', 'B0036IBPUM', 'B00KVL9WMA', 'B001OYZZNS', 'B004MNZV46', 'B00QQRRLRQ', 'B00MNESOUO', '0399183736', 'B06XCGHN28', 'B01N1MQWPI', '080072271X', 'B00S1MPJS2', '141045794X', 'B00BBA2PKQ', 'B01MA4RG2B', 'B00FLBQ11A', 'B06XCXN1FW', 'B00ZYXT25M', 'B01GHYOY7W', 'B00UF0WY9A', 'B00G15XMQ2', 'B00NMRK4LI', 'B00BRVQE9C', 'B00S2YWOWS', 'B0040HF16W', 'B001OYZYFM', '1410458660', 'B00BRVIZYO', 'B005DUI3RO', 'B003TXY8HG', 'B073Q5N3FC', 'B004CMKESU', 'B0035XFPCM', 'B003WGPRJ8', 'B072K1V5H3', 'B003M6FPR2', 'B014Z93C5G', '0800723597', 'B004GI45WG', 'B001LHAVVE', 'B000BR1X26', 'B003DQIRK8', 'B018DIBAIQ', 'B001S37FGA', 'B002TD428M', 'B001NODT6Y', 'B002M9NG6C', 'B008NC11VY', 'B001S3BADY', 'B002CLHM0Q', 'B0006SATIE', 'B007ZVP52K', 'B003TXL9CS', 'B000BF0WDY', 'B002FK1LE2', 'B00233HUH8', 'B00IKLED6I', 'B001SF9HBO', 'B00TUKGZNM', 'B000N4UCEW', 'B001OSR1CM', 'B001LXUMH6', 'B001TOSFLW', 'B002X8UBY2', 'B00YHWJEYA', 'B014Z9B0LE', 'B00FFT95GQ', 'B00S2Z033O', 'B005LA0252', 'B002WTMWVC', 'B00WOKM6CO', 'B018DHZZNI', 'B0016H466U', 'B00LA7JADK']",Visit Amazon's Susan Page Davis Page,"293,109 in Books (","['B00CUPX72Q', 'B00C4474OA', 'B00BRVOKFM', 'B00FO5OP7U', 'B00BCU019W', 'B00FO5OOYY', 'B00DFKMM3K', 'B00BRVPT48', 'B00FO5ONUY']",Books,12.94,B00BRVM0Z4,"{'Hardcover:': '295 pages', 'Publisher:': 'Guideposts; 1st edition (2012)', 'Language:': 'English', 'ASIN:': 'B00BRVM0Z4', '\n    Package Dimensions: \n    ': '9.1 x 6.6 x 1.1 inches', 'Shipping Weight:': '1.6 pounds ('}","Marble cove's annual Lobster Fest is just around the corner, and Margaret begins having strange dreams involving her cousin Buddy and the ship that was saved when the original Old First Church burned. Could putting her dreams on canvas somehow point the way to Jeremiah Thorpe's elusive bounty?Meanwhile Shelley is chagrined when she discovers that Dan invited his boss Wayne and his wife for dinner without asking and with little notice. Can she and Dan team up to make the evening a success? Beverly throws her hat into the mayoral race ring, but will she have what it takes to defeat the hometown boys? And, finally, Diane learns that tepid sales of her first book might cancel the contract for her third one. But a fortuitous friendship with a tourist might be just what she needs to revive her writing career."
